Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
29.4,91.0,25.4,47.2,37.6,19.6,1.66,3.7,675
38.0,75.2,7.0,32.7,40.7,15.6,2.57,3.2,786
33.4,85.5,55.9,60.9,36.0,10.2,1.64,3.7,698
25.3,44.4,21.4,29.0,23.7,5.7,0.89,11.6,241
29.6,74.8,15.3,28.4,20.2,10.4,1.45,5.6,373
23.8,68.8,21.8,29.6,14.6,5.3,0.89,10.9,583
25.8,54.7,10.2,15.8,14.2,5.0,1.03,10.2,535
25.4,74.3,6.0,7.1,19.9,4.2,1.09,10.8,483
43.4,66.5,7.0,24.6,38.4,10.1,1.77,4.5,450
30.7,76.4,18.3,31.9,27.6,11.6,1.54,5.9,516
35.6,64.8,16.1,30.3,32.2,1.1,1.65,5.9,640
31.1,59.7,29.0,47.1,24.9,10.2,2.17,4.4,822
27.4,63.0,11.0,21.1,23.2,9.6,1.27,6.6,333
32.4,95.7,0.7,5.8,43.0,21.2,1.87,3.9,525
29.3,75.2,43.5,48.7,22.7,7.7,1.61,11.8,370
37.2,94.4,20.8,37.1,29.5,10.8,1.66,8.3,531
27.4,82.9,13.2,31.2,25.9,9.7,1.23,6.0,539
23.6,67.8,3.9,5.1,23.3,5.0,1.01,10.4,461
32.1,75.6,16.2,21.1,18.9,12.4,1.44,9.3,405
26.4,76.0,16.0,32.9,31.8,10.6,2.15,4.8,548
19.7,48.0,20.5,25.1,18.2,6.9,1.13,10.5,604
24.6,65.7,0.7,3.7,15.4,5.5,1.08,10.4,211
26.3,54.7,2.0,8.2,27.9,3.4,1.05,17.0,330
25.5,63.8,2.2,4.3,24.9,4.7,1.1,13.4,459
31.2,75.2,56.6,62.7,23.7,15.6,1.4,5.8,480
24.2,68.2,2.0,6.3,20.3,8.2,1.04,10.5,267
26.8,60.7,28.9,33.8,26.2,3.6,0.93,11.9,411
22.6,43.5,21.0,24.9,24.5,4.8,0.99,10.0,284
25.8,65.6,13.5,15.2,23.0,3.9,1.09,18.9,368
25.6,74.7,3.7,8.6,20.2,1.0,0.84,14.9,287
25.2,43.9,0.4,4.9,12.3,4.8,1.08,12.7,471
20.0,61.2,11.1,17.2,24.2,2.6,1.08,11.3,209
22.6,70.7,0.8,7.4,26.3,1.8,1.07,10.8,481
32.2,42.8,24.8,37.3,26.9,16.8,1.16,5.8,453
25.5,74.9,42.2,46.7,19.0,3.0,0.94,11.9,421
32.5,89.5,40.5,56.8,31.3,18.7,1.86,8.1,630
32.4,63.5,6.4,14.7,38.5,11.4,1.81,3.8,501
18.7,53.5,28.3,35.6,20.3,4.3,0.94,10.8,530
23.7,40.0,20.7,23.0,20.4,6.2,1.05,12.5,318
24.0,46.1,0.0,2.2,15.1,6.8,1.13,10.8,465
35.4,73.5,14.6,24.3,33.2,10.0,1.3,5.5,668
33.2,80.6,18.5,32.1,23.0,21.3,1.84,5.4,793
24.5,50.7,1.4,8.1,15.3,2.4,1.02,10.6,258
23.8,51.1,8.8,12.7,14.1,4.3,0.94,13.6,425
30.5,75.1,8.8,19.3,29.4,9.9,1.67,5.1,511
35.1,92.9,16.9,37.8,40.1,16.8,1.86,6.5,777
23.8,73.7,14.0,16.6,14.5,2.3,1.17,10.2,606
27.3,72.6,2.7,8.0,13.3,5.3,1.19,10.0,327
32.4,62.9,7.7,19.6,28.3,6.7,1.38,9.9,562
25.4,75.3,0.7,2.9,23.3,7.3,0.85,17.0,325
40.4,101.8,40.1,55.1,29.8,2.7,2.18,4.1,446
32.6,68.5,9.4,19.9,29.3,15.3,1.77,11.9,451
30.1,91.0,32.1,38.5,23.7,10.6,1.44,6.0,363
37.0,93.9,17.0,34.1,33.3,11.4,1.86,3.1,684
31.2,64.1,28.1,36.6,22.8,13.4,1.64,6.9,634
33.9,76.5,3.5,8.3,21.9,10.8,1.4,5.1,345
34.4,90.8,12.5,27.0,29.4,9.8,1.47,11.0,477
30.9,85.8,13.2,20.0,27.7,13.3,1.58,15.5,300
29.4,74.5,12.2,18.2,21.9,4.8,0.99,10.1,267
37.8,77.8,7.1,22.8,32.2,6.8,1.59,5.3,399
25.8,78.8,11.4,19.7,23.1,7.5,0.92,10.6,547
29.5,67.3,5.1,11.7,20.5,3.6,1.11,11.2,379
30.6,72.7,5.2,8.5,26.0,12.3,1.1,6.1,493
34.3,99.6,14.3,24.7,32.2,13.6,1.89,6.8,487
25.8,65.6,22.8,24.5,28.9,8.3,1.02,11.6,401
36.0,90.1,29.5,41.4,34.6,13.3,2.12,5.1,760
21.3,71.5,13.4,17.3,19.1,1.1,1.07,11.1,280
26.8,50.0,1.5,7.4,21.0,8.1,1.02,10.4,606
27.2,82.5,18.7,37.1,32.5,14.5,1.96,4.5,544
20.8,61.9,3.0,9.6,14.8,8.5,1.06,11.3,491
24.9,57.7,0.9,4.9,18.0,6.1,1.25,11.9,302
24.3,44.2,9.5,12.5,18.8,-0.2,0.83,10.6,341
23.0,76.7,4.3,12.0,18.3,0.7,1.07,12.9,270
35.1,82.5,3.8,13.0,45.4,3.9,2.24,3.7,703
22.4,73.2,10.5,16.3,22.1,4.3,0.87,19.2,427
22.6,56.4,0.9,5.2,24.2,2.1,0.77,12.1,406
25.9,54.6,13.6,16.2,20.2,4.5,1.07,10.2,379
23.8,76.4,0.2,7.2,20.3,7.5,1.03,11.3,280
32.1,66.6,50.3,60.5,35.2,11.2,1.67,7.5,468
29.0,90.6,24.2,30.3,31.4,9.4,1.38,6.8,303
25.2,71.3,30.4,36.0,14.7,4.8,0.94,11.2,432
28.0,83.3,6.0,4.5,34.1,4.6,1.65,5.8,475
32.2,62.2,23.6,32.0,32.8,10.1,1.54,9.0,685
30.8,72.7,27.2,36.7,32.2,15.0,1.56,9.7,376
33.2,66.6,0.0,8.7,33.6,2.4,1.79,5.6,535
26.6,68.5,10.4,16.2,25.7,2.2,0.85,10.9,231
34.9,81.1,38.2,52.3,20.9,7.5,1.68,5.5,672
29.9,78.6,25.1,30.1,26.5,7.2,1.49,7.3,323
28.0,65.5,0.3,7.1,11.8,5.9,1.12,14.3,337
34.7,86.1,14.6,26.3,22.2,10.6,1.8,5.8,643
32.5,75.0,55.6,61.0,29.6,9.7,1.7,5.8,455
25.0,82.2,34.6,40.2,10.8,10.3,1.01,14.2,608
40.4,79.3,29.1,43.9,31.1,18.0,1.85,6.6,615
21.9,70.1,5.4,10.4,13.5,1.1,1.09,12.5,224
28.3,52.1,5.1,9.8,19.3,2.7,0.9,10.9,271
22.1,53.1,6.9,9.8,15.6,5.4,0.86,11.4,385
26.0,57.9,44.7,58.2,31.4,4.3,1.25,7.8,488
23.8,79.7,12.7,27.5,30.4,9.9,1.85,3.6,568
30.4,57.2,46.1,56.4,20.2,11.7,1.8,8.8,516
29.7,63.0,25.6,27.1,16.0,5.1,1.06,11.6,471
27.8,75.4,6.0,14.4,16.8,12.8,1.47,5.7,539
34.3,102.4,38.8,58.4,40.4,12.8,2.09,2.7,811
27.8,83.3,13.5,30.5,21.6,0.7,1.64,5.4,653
24.3,92.5,25.8,32.4,30.8,13.7,1.69,6.0,268
27.8,61.2,16.3,24.1,10.6,6.8,1.19,11.1,365
25.9,71.0,22.1,21.8,14.4,2.3,0.93,12.5,314
23.2,74.7,2.6,14.7,21.1,1.6,1.3,5.5,449
19.7,73.1,30.4,34.6,13.6,4.2,0.87,10.0,545
31.8,67.6,9.8,15.1,29.2,2.1,1.64,6.7,454
27.4,62.4,2.8,9.2,23.0,3.2,1.14,10.2,243
20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,581
18.8,77.7,11.0,15.8,20.0,5.6,1.09,11.2,409
29.4,82.3,3.9,8.8,23.7,5.9,0.92,10.9,266
25.2,54.0,0.7,4.1,17.3,7.8,1.04,13.0,307
18.0,68.7,6.0,9.3,21.2,6.5,1.15,15.9,266
22.6,46.8,20.5,22.9,28.3,8.7,1.03,10.9,518
29.7,70.4,6.0,8.6,17.4,3.2,1.42,8.5,586
24.9,56.5,2.4,7.0,18.6,6.1,1.12,13.7,333
35.7,80.2,35.0,45.9,32.0,9.3,1.59,5.5,531
33.7,72.5,6.9,22.6,22.8,16.2,1.48,8.5,644
28.9,62.3,5.1,10.3,14.3,5.8,0.82,14.5,368
20.0,53.3,3.7,12.9,26.1,6.6,1.09,10.2,538
23.5,61.4,10.9,17.5,14.3,4.4,0.87,14.3,443
33.8,68.4,24.4,30.4,25.6,7.7,1.26,5.4,599
25.0,59.7,1.6,4.0,13.7,5.3,1.04,11.2,364
22.4,62.4,16.8,21.1,20.1,4.9,0.85,11.6,591
40.3,66.1,11.8,21.0,43.4,15.8,2.02,6.2,824
29.7,61.8,1.6,5.1,15.1,5.9,0.99,11.7,336
22.4,50.1,4.6,12.1,21.2,4.6,0.94,10.3,533
39.1,84.8,4.6,19.1,33.3,5.9,2.11,5.1,620
32.5,69.3,28.0,47.9,28.8,9.8,1.53,5.2,409
18.7,65.8,8.3,15.6,27.5,7.3,0.86,12.9,259
33.5,78.0,9.1,30.0,38.1,10.9,2.08,3.7,539
25.5,65.8,20.5,24.1,15.0,4.1,1.03,10.6,543
23.4,72.5,12.1,19.8,18.6,4.4,1.01,18.2,578
27.6,66.9,47.1,60.3,32.4,14.0,2.2,3.4,426
36.9,63.1,25.6,34.4,22.9,10.9,1.31,5.3,646
19.5,42.7,3.8,8.6,23.8,1.7,1.06,10.4,390
24.9,83.1,24.5,34.6,18.7,9.8,1.58,7.5,529
40.0,63.2,14.9,24.0,27.4,7.0,1.51,6.4,569
37.5,93.5,38.5,45.1,32.7,14.6,1.74,4.0,454
34.5,72.1,25.0,38.3,22.8,18.3,1.43,6.3,577
24.9,76.2,49.0,54.7,13.8,10.5,1.3,7.4,664
34.0,60.0,28.4,38.5,26.8,14.4,2.1,3.7,391
34.8,78.3,43.0,56.3,41.7,8.0,1.32,5.7,738
28.4,38.8,1.8,8.4,10.5,5.6,0.99,12.5,560
31.4,69.4,11.1,28.2,27.4,17.7,2.02,5.8,400
21.5,61.4,4.2,10.4,22.1,-0.1,0.95,10.9,447
40.4,65.1,33.1,55.6,35.3,17.9,1.82,5.3,440
36.2,58.4,2.0,14.7,22.9,5.9,1.17,5.5,533
25.4,80.0,3.5,11.4,24.1,8.9,1.03,13.7,373
25.0,80.5,3.1,7.8,15.7,3.0,1.05,11.3,489
27.8,90.3,11.9,20.6,33.1,10.7,1.37,6.3,533
40.9,72.9,22.5,43.4,36.6,21.1,2.33,2.7,592
26.5,45.3,9.4,15.0,13.1,0.4,0.99,11.0,224
26.4,56.9,4.9,8.9,10.7,6.3,0.99,10.2,276
30.7,81.5,6.0,9.7,26.7,12.5,1.53,5.3,473
44.3,59.3,6.0,17.3,28.9,10.5,1.79,5.1,643
32.9,97.0,10.0,32.7,39.7,12.4,2.24,4.3,640
38.4,87.7,38.4,63.6,45.4,17.0,2.49,3.7,637
31.0,57.1,22.1,27.2,35.5,8.1,1.54,8.5,713
32.1,89.0,1.0,18.5,32.4,9.8,1.95,6.8,545
28.9,83.5,26.1,36.1,31.3,10.9,1.71,6.5,523
26.7,53.8,6.9,21.8,25.3,7.7,1.59,6.4,295
26.8,81.2,0.9,5.7,20.3,6.6,0.93,11.0,409
26.9,52.2,9.1,17.4,28.0,3.0,0.96,12.1,263
36.9,84.6,8.0,23.5,36.2,20.6,2.29,5.9,745
30.4,58.9,0.2,4.5,19.6,5.5,1.06,10.7,355
25.1,56.1,4.2,10.2,21.7,8.7,0.98,14.3,266
28.4,67.9,7.5,13.0,14.2,5.7,1.0,12.7,247
33.3,76.1,2.6,10.2,24.8,9.9,1.35,6.7,321
33.5,44.8,36.7,44.4,21.0,9.7,1.23,10.1,547
31.8,86.3,2.6,14.8,38.6,17.7,2.07,3.7,551
28.2,71.4,9.2,25.5,34.0,6.2,2.35,3.2,594
24.7,56.3,2.0,5.5,13.9,4.1,0.89,12.2,510
30.2,49.8,0.7,8.0,30.5,7.2,1.56,5.9,706
36.1,55.2,5.6,17.2,23.0,9.5,1.7,5.7,317
31.0,69.1,15.4,29.6,24.8,5.7,1.62,6.2,704
28.9,74.7,8.0,19.1,28.9,1.5,1.56,8.5,541
26.6,66.0,2.2,3.7,27.7,11.7,1.63,6.6,395
37.7,78.2,9.2,18.9,35.2,9.7,1.49,5.3,318
40.9,69.5,31.1,53.4,39.3,14.0,1.69,5.5,465
40.0,88.7,29.3,46.0,45.1,20.7,2.03,3.2,821
27.9,41.1,24.9,29.8,23.5,6.1,1.08,10.8,294
37.8,97.2,0.6,24.6,37.1,11.7,1.13,7.7,803
31.1,78.8,54.2,63.7,38.3,9.1,1.47,7.6,488
29.4,42.7,1.7,7.8,19.1,4.5,0.84,13.4,228
32.2,58.5,2.2,19.5,27.8,7.9,1.77,7.8,356
26.9,74.7,2.7,10.7,25.6,4.3,0.99,10.2,271
29.4,76.2,12.9,28.0,27.0,13.9,1.58,7.8,696
34.7,74.0,22.5,23.7,40.4,17.1,2.49,5.2,523
22.0,59.2,14.0,25.8,20.8,13.2,1.5,5.4,503
32.8,82.7,4.4,11.3,27.7,11.4,1.58,5.2,322
31.2,65.8,7.1,16.2,22.4,5.3,1.4,6.0,495
24.4,63.7,31.1,34.2,16.4,-0.2,0.99,10.7,501
23.6,72.6,1.1,4.7,14.0,4.0,1.12,13.0,300
25.1,63.9,5.0,8.8,17.3,6.3,1.12,11.0,367
30.6,94.9,10.5,34.9,26.5,12.1,2.44,6.0,444
35.5,59.2,0.8,10.5,23.8,4.7,1.44,5.4,405
29.5,60.8,9.6,25.0,28.5,5.9,1.58,12.1,386
21.9,71.1,36.9,36.2,33.3,9.6,1.67,5.6,594
25.7,41.1,2.4,9.2,13.4,4.9,1.01,15.8,544
21.9,56.3,16.4,20.3,23.3,9.4,0.84,10.8,271
19.7,77.9,1.7,10.5,16.9,5.1,0.68,13.5,538
31.0,71.3,34.4,45.2,26.7,8.6,1.63,7.7,460
21.7,45.8,9.8,12.2,20.4,6.2,1.04,10.8,596
34.2,81.2,30.3,40.5,31.5,19.6,1.48,5.5,551
23.7,61.1,16.1,21.7,23.7,7.6,1.08,11.2,567
25.1,65.9,3.0,9.9,12.7,0.9,0.92,10.5,279
30.8,85.5,18.6,44.4,31.0,8.1,2.25,4.0,770
31.1,59.2,31.2,46.1,32.8,10.5,1.48,6.5,450
25.7,42.0,10.0,17.4,22.7,7.2,1.16,10.4,384
21.7,67.5,35.7,42.5,16.0,4.5,1.16,10.1,231
28.6,81.6,7.6,14.1,12.0,3.7,0.92,10.3,524
23.7,72.0,2.3,12.5,16.3,11.3,1.52,6.1,607
17.7,75.2,3.5,8.0,18.6,2.0,1.04,13.0,593
29.4,93.8,10.3,22.7,45.1,11.8,2.03,5.4,486
26.5,98.1,41.4,56.1,40.4,6.2,1.85,7.1,430
24.9,45.7,3.1,9.4,18.8,7.0,1.08,10.3,275
29.4,56.0,24.3,41.9,30.5,5.3,1.64,12.5,375
28.4,80.6,7.8,11.7,14.7,4.8,0.76,10.6,366
31.3,68.9,31.4,32.5,32.7,6.6,1.65,8.0,489
29.5,69.1,21.9,45.5,31.7,22.7,1.99,5.3,553
16.8,46.5,7.7,10.2,26.2,4.2,0.85,11.6,249
27.7,60.2,0.4,5.7,25.3,6.2,1.05,12.9,218
26.1,83.8,33.2,36.9,23.6,2.7,0.82,19.1,310
24.1,45.4,0.6,3.0,15.1,2.6,1.14,13.0,513
38.7,98.8,9.1,30.9,40.2,21.0,2.33,2.8,827
22.5,54.1,18.2,23.6,20.1,3.3,1.13,12.5,567
30.3,78.9,5.2,8.6,12.5,6.6,0.78,11.0,403
36.5,89.2,40.9,61.0,25.0,1.8,1.85,3.5,687
33.8,53.7,11.2,30.1,25.8,10.6,1.23,5.3,640
39.3,73.0,15.0,35.5,34.2,8.1,2.05,3.7,655
26.6,72.4,30.3,31.5,22.5,4.4,1.05,11.8,320
30.0,87.2,45.1,57.2,35.0,16.3,1.82,4.1,719
30.2,63.7,16.6,29.7,30.1,15.1,1.75,6.0,297
29.6,78.9,9.3,19.0,31.3,11.2,1.74,6.8,714
28.0,55.4,3.0,15.1,22.8,21.8,1.76,5.1,405
20.0,48.7,1.9,10.8,24.1,4.0,1.13,10.9,448
24.7,46.2,22.9,25.0,14.4,5.0,0.78,10.1,356
25.6,78.5,7.8,12.4,13.6,6.1,0.89,10.1,398
24.1,70.4,8.1,15.7,21.7,3.4,1.04,10.2,223
23.2,73.3,0.4,16.2,26.7,7.7,1.93,5.9,543
22.1,79.6,1.6,4.1,20.1,3.8,1.02,14.7,376
28.6,65.9,0.9,4.4,13.1,5.9,1.03,11.7,446
24.9,38.5,14.3,19.5,22.6,5.5,0.88,10.5,369
24.2,51.8,13.9,20.7,24.5,4.8,1.02,10.5,582
28.7,59.3,6.3,16.3,22.3,5.7,1.03,10.8,213
24.1,70.9,10.6,17.7,23.4,4.1,1.47,6.3,475
27.1,81.7,14.9,19.8,19.1,5.5,0.92,11.9,242
33.4,80.2,10.3,32.4,40.3,12.9,1.36,2.6,597
25.0,68.6,9.8,13.2,23.1,4.2,0.98,11.1,578
24.1,49.2,11.7,17.1,22.3,6.4,0.98,13.6,334
30.0,39.0,8.7,13.1,15.1,6.2,0.95,11.8,492
47.0,74.1,8.6,24.1,29.1,14.0,0.99,9.0,643
43.1,102.0,1.5,12.4,31.9,18.9,2.2,3.9,492
29.3,70.6,44.1,60.3,27.4,8.6,1.09,5.5,365
25.5,60.7,9.2,17.3,22.8,6.3,1.05,10.2,421
21.5,60.0,14.6,20.6,20.9,1.6,0.94,10.7,587
29.1,44.2,3.0,12.2,14.6,4.4,0.9,10.6,305
32.3,68.8,4.3,6.5,28.1,9.4,1.5,5.1,438
28.3,59.1,1.5,6.1,23.4,7.0,1.1,10.9,511
23.8,58.4,13.1,23.2,11.3,6.3,0.94,10.0,437
31.9,78.1,16.7,30.3,29.4,9.0,1.76,5.3,671
34.0,75.9,10.0,18.0,30.4,5.2,1.57,5.2,356
32.0,60.1,34.2,50.5,34.5,8.0,1.49,7.8,605
24.3,78.1,0.5,5.2,24.3,2.6,1.0,12.0,517
28.2,56.0,12.8,21.0,23.4,10.6,1.65,5.3,277
24.2,61.7,3.2,8.8,19.1,5.5,1.21,10.2,406
28.4,82.6,2.0,14.6,27.4,3.7,1.37,5.9,339
26.7,53.9,2.9,6.4,11.1,6.6,0.96,11.8,533
23.9,56.6,43.9,53.1,16.5,7.1,1.13,10.8,520
24.7,79.4,5.9,9.0,19.3,0.7,0.91,10.6,219
23.5,60.8,10.3,14.3,12.8,1.7,0.98,10.6,208
35.1,75.6,2.8,21.0,31.9,5.9,2.06,5.5,766
36.7,81.0,28.5,43.7,22.6,19.7,1.91,5.6,628
24.1,89.4,4.1,16.3,24.5,15.1,1.37,8.5,298
35.4,78.8,14.3,23.8,26.8,14.0,1.3,7.3,346
26.7,63.2,6.8,9.3,13.4,4.9,0.98,10.0,358
29.8,78.6,6.7,14.8,37.3,7.5,1.42,8.3,398
28.8,58.0,3.7,3.6,24.5,3.1,1.11,10.9,519
25.7,67.7,43.0,52.4,22.5,7.2,1.35,6.0,415
34.4,85.0,39.8,43.4,22.9,7.6,2.3,4.3,630
31.1,56.4,10.7,17.0,12.9,5.1,1.07,10.0,572
22.5,59.8,0.7,12.6,30.5,5.2,1.37,8.8,718
21.4,60.3,17.6,22.3,15.8,5.7,0.98,11.6,284
34.1,76.6,6.5,21.3,30.6,12.5,2.12,7.3,421
28.8,72.9,11.0,13.4,25.7,11.0,1.29,6.5,364
33.6,72.6,24.5,31.2,24.1,14.8,1.3,6.7,489
32.8,74.0,10.1,15.5,26.7,5.7,0.85,11.2,199
26.7,56.6,6.8,23.6,28.6,13.8,1.67,6.2,546
37.1,70.6,9.6,28.2,33.2,5.2,2.49,3.7,711
22.5,81.5,2.0,15.3,27.8,14.7,1.75,5.0,492
30.8,47.1,15.6,20.0,16.0,4.6,1.02,12.2,329
33.3,73.1,21.6,33.1,44.5,7.4,1.98,8.8,723
35.8,64.1,13.8,27.3,30.5,20.6,1.79,4.7,626
18.1,62.9,23.2,26.6,12.7,5.1,0.92,12.2,476
28.7,80.8,16.6,27.3,34.8,15.0,1.75,5.3,446
38.9,66.3,3.7,24.0,28.9,2.8,2.24,3.6,673
31.6,59.5,55.3,51.2,25.4,7.2,1.33,5.1,599
30.8,81.7,23.3,36.4,26.5,21.6,1.49,5.8,546
17.9,70.1,1.2,8.3,23.9,6.3,1.18,13.8,487
33.0,79.1,3.4,10.9,12.2,5.7,0.98,11.1,213
36.4,107.9,16.4,32.0,25.7,14.7,2.03,3.6,686
25.0,39.8,2.0,8.4,21.7,4.0,0.96,10.7,290
24.7,85.3,10.8,24.6,39.9,9.7,2.08,15.5,638
39.9,69.7,1.8,10.6,27.1,18.0,2.29,6.9,660
25.3,55.4,7.3,13.2,18.5,3.3,0.89,17.1,214
33.0,73.5,14.2,21.9,33.5,3.3,1.55,6.0,582
25.2,39.1,8.8,19.7,23.0,6.7,1.1,15.0,249
39.0,60.5,31.6,37.0,44.0,20.1,2.3,5.1,406
30.5,76.2,9.3,19.7,32.2,6.5,1.97,6.6,424
32.6,58.9,30.8,38.8,30.9,17.5,1.85,4.9,448
33.1,61.0,27.7,39.2,25.8,10.2,1.84,4.8,448
22.7,89.6,19.5,35.4,27.0,10.8,1.37,6.3,632
24.2,64.4,1.1,7.2,11.7,8.6,1.08,10.9,239
24.4,60.9,1.1,2.1,24.4,4.2,1.09,12.6,350
31.7,78.8,22.2,33.1,31.5,10.8,1.6,6.2,494
30.2,61.0,21.4,31.3,18.7,7.4,1.48,6.9,638
23.9,62.9,8.9,17.3,17.4,4.5,0.93,13.6,494
27.9,60.5,22.9,47.1,17.2,17.3,1.75,3.9,603
28.0,64.0,5.0,10.8,15.5,3.4,0.88,12.4,470
29.3,77.9,37.0,47.7,29.1,15.4,2.14,3.5,691
34.4,65.0,21.5,34.5,24.3,10.3,1.57,8.6,583
36.3,67.9,4.8,18.0,24.6,18.9,2.13,8.1,588
30.3,70.8,4.2,9.9,21.9,5.5,1.16,11.2,401
24.4,79.8,10.9,29.8,19.6,6.9,1.47,8.2,593
23.5,56.5,24.8,31.9,17.5,6.2,1.01,11.0,329
26.3,71.6,11.6,19.8,16.7,5.3,1.05,10.7,504
40.7,67.9,12.1,30.6,35.9,18.9,2.24,5.5,504
33.3,51.4,9.6,20.7,20.7,16.0,1.48,5.8,542
32.6,59.4,7.2,21.8,31.3,8.6,1.44,16.2,363
20.7,77.0,15.2,20.3,15.8,3.7,0.96,16.0,368
28.3,76.6,10.3,17.8,37.4,5.2,1.38,7.1,540
27.4,58.0,2.9,7.0,25.8,2.3,1.0,10.4,562
25.0,41.5,3.9,8.1,14.3,4.4,0.83,12.0,333
20.2,47.0,10.4,16.1,12.3,1.7,1.14,12.3,215
22.5,68.2,2.7,11.3,20.6,6.1,0.95,10.8,530
35.9,69.9,6.2,17.2,34.0,12.5,2.18,7.0,447
40.1,80.2,36.5,49.6,30.0,8.0,2.13,3.7,468
31.6,76.0,3.8,12.5,19.3,6.5,1.56,5.8,317
27.8,56.8,2.5,9.5,12.5,7.0,1.04,12.1,258
30.9,81.4,14.5,24.8,27.9,15.9,1.59,7.1,392
35.1,71.0,2.6,16.5,19.0,10.3,1.61,7.3,374
34.7,59.3,9.0,15.7,28.5,7.1,1.52,6.1,437
26.7,61.9,11.8,16.3,13.0,6.3,0.85,16.7,361
30.8,68.9,2.0,11.5,23.6,13.0,1.46,7.1,638
22.6,41.7,5.7,12.1,21.5,6.1,0.85,10.3,407
21.7,57.9,14.7,20.7,13.6,5.3,0.92,10.3,338
26.6,58.5,30.6,34.3,25.2,3.7,1.04,12.1,341
20.1,55.0,8.5,10.7,24.6,6.3,1.07,17.2,431
26.4,61.8,41.4,52.3,23.2,2.3,1.74,5.3,499
26.3,67.0,6.1,12.5,16.3,6.0,1.04,18.0,559
27.3,65.1,15.1,24.5,29.0,12.8,1.54,6.9,485
30.9,74.6,24.0,28.9,23.6,7.7,1.01,10.7,217
21.5,74.6,0.3,8.1,15.9,6.3,1.02,15.6,381
31.3,68.3,26.6,31.6,40.1,19.8,1.51,10.4,568
26.1,54.2,15.8,21.1,15.3,5.2,0.98,10.0,427
37.6,87.7,13.4,32.0,30.3,13.1,2.41,7.9,825
23.4,61.0,4.4,10.3,17.2,4.4,0.97,11.5,421
25.2,42.6,10.5,18.0,24.7,7.0,0.89,10.8,517
31.5,50.3,4.3,14.8,20.3,12.9,1.61,9.0,677
25.3,64.5,30.9,47.8,27.8,11.3,1.63,5.3,389
23.9,79.6,28.7,32.2,18.7,3.0,1.1,12.0,454
35.9,49.6,8.2,26.0,20.0,8.4,1.57,5.0,361
22.9,71.3,6.9,12.0,11.8,3.5,1.0,13.5,485
36.8,87.2,41.4,57.0,35.9,20.6,1.7,3.6,749
28.5,66.5,42.6,52.4,23.2,9.6,1.63,7.9,463
26.7,41.8,1.5,6.5,25.5,2.5,1.07,10.5,303
22.9,57.4,15.9,22.8,20.6,7.5,0.91,10.4,336
39.2,70.1,27.4,40.3,41.0,11.1,1.91,3.6,511
28.2,54.0,0.3,12.7,28.4,0.8,1.49,8.8,522
31.6,88.9,24.1,40.1,39.4,11.2,2.06,6.0,474
27.0,45.5,6.2,13.0,24.3,5.0,1.01,10.7,205
19.7,75.3,7.8,13.9,21.2,6.4,1.25,10.9,402
25.9,57.0,3.6,18.9,22.5,9.8,1.52,6.9,352
29.8,60.2,10.7,19.8,24.9,12.4,2.0,6.4,472
22.8,65.3,6.6,13.3,14.7,6.7,1.03,11.3,318
26.4,52.6,4.7,12.5,24.1,5.6,0.91,10.4,500
24.9,64.5,14.8,20.2,13.2,6.4,1.11,11.5,609
21.7,49.2,2.2,4.6,24.4,5.6,1.02,12.6,559
26.9,72.5,21.5,36.4,18.2,7.6,1.73,12.0,559
30.4,66.4,1.1,0.0,24.0,4.3,0.96,11.1,214
34.7,72.0,9.7,33.5,33.9,13.2,2.3,4.4,475
22.2,50.0,2.3,8.4,23.5,3.7,0.96,10.2,547
30.6,57.8,24.3,31.5,15.4,19.9,1.48,5.4,502
23.9,43.0,12.2,17.2,14.1,7.2,0.93,10.5,333
32.2,104.1,13.7,28.4,26.6,4.2,1.9,8.2,467
27.9,60.9,1.9,6.7,14.5,5.6,1.0,11.0,383
30.7,85.3,26.1,34.1,24.6,9.8,1.59,5.6,602
38.2,78.2,21.3,45.1,29.2,16.5,1.66,4.2,600
29.3,63.2,12.7,25.8,23.3,16.6,2.15,4.2,839
25.0,38.6,18.5,25.2,14.0,4.8,1.12,11.9,499
46.4,63.7,17.3,28.0,46.5,14.6,2.26,4.2,658
31.6,86.5,17.9,23.5,28.0,8.6,1.72,5.4,370
22.6,47.3,1.8,9.0,22.5,5.0,1.17,11.2,433
22.6,69.0,1.2,7.7,12.2,5.6,1.18,11.8,481
29.6,90.2,40.6,41.3,23.6,5.7,1.36,7.0,304
32.3,69.0,1.1,13.5,23.9,9.9,1.39,5.8,461
34.0,58.3,36.6,52.4,28.4,5.3,1.49,6.9,499
19.2,51.9,6.3,10.6,20.9,7.7,1.1,10.1,500
30.2,86.5,6.2,20.8,35.9,18.1,2.03,4.8,420
36.3,69.3,7.1,15.6,22.7,1.6,1.44,6.4,542
26.3,66.5,14.7,24.2,14.6,4.2,1.06,15.6,373
30.7,64.6,7.9,23.1,30.7,19.0,1.39,16.6,399
21.6,71.5,1.3,6.5,23.8,4.8,0.89,13.8,384
24.3,58.9,24.2,32.1,18.7,4.9,1.09,13.6,265
35.2,51.3,0.5,16.0,36.2,11.6,1.59,5.3,694
25.4,56.8,5.7,8.2,15.6,4.2,1.01,12.0,375
39.4,96.6,14.6,35.5,42.9,17.9,1.82,3.1,674
